0.000000,4.497278,0.000000,1.000000,0.000000,0.000000,-0.000000
0.000000,4.491833,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,4.483667,0.000000,1.000000,0.000000,0.000000,-0.000000
-0.000000,4.472778,0.000000,1.000000,0.000000,0.000000,-0.000000
0.000000,4.459167,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,4.442833,0.000000,1.000000,0.000000,0.000000,0.000000
-0.000000,4.423778,0.000000,1.000000,0.000000,0.000000,-0.000000
0.000000,4.402000,0.000000,1.000000,0.000000,0.000000,-0.000000
0.000000,4.377500,0.000000,1.000000,0.000000,0.000000,-0.000000
0.000000,4.350278,0.000000,1.000000,0.000000,0.000000,-0.000000
0.000000,4.320333,0.000000,1.000000,0.000000,0.000000,-0.000000
0.000000,4.287667,0.000000,1.000000,0.000000,0.000000,-0.000000
-0.000000,4.252278,0.000000,1.000000,0.000000,0.000000,0.000000
-0.000000,4.214167,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,4.173333,0.000000,1.000000,0.000000,0.000000,0.000000
-0.000000,4.129778,0.000000,1.000000,0.000000,0.000000,0.000000
-0.000000,4.083500,0.000000,1.000000,0.000000,0.000000,0.000000
-0.000000,4.034500,0.000000,1.000000,0.000000,0.000000,0.000000
-0.000000,3.988802,-0.003770,1.000000,-0.000298,-0.000000,0.000051
-0.000005,3.987917,-0.007034,1.000000,-0.000377,-0.000002,0.000027
-0.000011,4.001374,-0.010116,1.000000,-0.000528,-0.000003,-0.000001
-0.000016,4.013562,-0.012943,1.000000,-0.000722,-0.000005,-0.000027
-0.000022,4.016690,-0.015759,1.000000,-0.000917,-0.000005,-0.000053
-0.000029,4.015458,-0.018574,0.999999,-0.001111,-0.000005,-0.000079
-0.000035,4.011807,-0.021390,0.999999,-0.001305,-0.000003,-0.000105
-0.000041,4.005657,-0.024207,0.999999,-0.001499,0.000000,-0.000131
-0.000046,4.000712,-0.024245,0.999999,-0.001437,0.000014,-0.000142
-0.000050,3.998282,-0.021411,0.999999,-0.001261,0.000035,-0.000144
-0.000052,3.997860,-0.016542,1.000000,-0.000953,0.000050,-0.000166
-0.000053,3.998511,-0.010487,1.000000,-0.000589,0.000053,-0.000177
-0.000053,3.998949,-0.003983,1.000000,-0.000212,0.000041,-0.000187
-0.000052,3.999016,0.002344,1.000000,0.000145,0.000014,-0.000200
-0.000050,3.998976,0.007965,1.000000,0.000455,-0.000026,-0.000213
-0.000047,3.999004,0.012480,1.000000,0.000682,-0.000074,-0.000238
-0.000042,3.999107,0.015639,1.000000,0.000816,-0.000128,-0.000264
-0.000035,3.999217,0.017350,1.000000,0.000864,-0.000182,-0.000280
-0.000027,3.999239,0.017664,1.000000,0.000834,-0.000231,-0.000303
-0.000016,3.999203,0.016766,1.000000,0.000750,-0.000273,-0.000328
-0.000004,3.999097,0.014875,1.000000,0.000615,-0.000303,-0.000355
0.000011,3.998990,0.012296,1.000000,0.000460,-0.000319,-0.000376
0.000028,3.998935,0.009313,1.000000,0.000284,-0.000320,-0.000406
0.000047,3.998921,0.006190,1.000000,0.000106,-0.000305,-0.000436
0.000069,3.998922,0.003194,1.000000,-0.000063,-0.000276,-0.000466
0.000093,3.998937,0.000577,1.000000,-0.000210,-0.000232,-0.000498
0.000120,3.998954,-0.001480,1.000000,-0.000324,-0.000178,-0.000534
0.000149,3.998969,-0.002859,1.000000,-0.000399,-0.000114,-0.000569
0.000182,3.998992,-0.003449,1.000000,-0.000428,-0.000045,-0.000604
0.000217,3.998979,-0.003320,1.000000,-0.000418,0.000024,-0.000644
0.000256,3.998959,-0.002567,1.000000,-0.000373,0.000088,-0.000685
0.000299,3.998961,-0.001255,1.000000,-0.000296,0.000143,-0.000725
0.000346,3.998944,0.000424,1.000000,-0.000201,0.000182,-0.000771
0.000397,3.998939,0.002272,1.000000,-0.000096,0.000203,-0.000816
0.000452,3.998948,0.004128,1.000000,0.000008,0.000202,-0.000865
0.000512,3.998958,0.005839,1.000000,0.000104,0.000178,-0.000916
0.000577,3.998966,0.007267,1.000000,0.000184,0.000134,-0.000969
0.000647,3.998960,0.008319,0.999999,0.000243,0.000071,-0.001026
0.000723,3.998938,0.008927,0.999999,0.000276,-0.000005,-0.001086
0.000805,3.998947,0.009116,0.999999,0.000285,-0.000088,-0.001147
0.000893,3.998957,0.008924,0.999999,0.000273,-0.000172,-0.001213
0.000988,3.998944,0.008393,0.999999,0.000242,-0.000250,-0.001283
0.001090,3.998903,0.007560,0.999999,0.000194,-0.000317,-0.001357
0.001200,3.998905,0.006544,0.999999,0.000137,-0.000366,-0.001431
0.001317,3.998905,0.005446,0.999999,0.000077,-0.000395,-0.001510
0.001442,3.998897,0.004371,0.999999,0.000019,-0.000401,-0.001592
0.001576,3.998901,0.003417,0.999999,-0.000030,-0.000385,-0.001678
0.001719,3.998890,0.002639,0.999998,-0.000069,-0.000349,-0.001769
0.001872,3.998873,0.002077,0.999998,-0.000096,-0.000298,-0.001864
0.002035,3.998852,0.001753,0.999998,-0.000111,-0.000236,-0.001963
0.002208,3.998828,0.001669,0.999998,-0.000113,-0.000169,-0.002067
0.002393,3.998835,0.001802,0.999998,-0.000104,-0.000101,-0.002179
0.002589,3.998839,0.002104,0.999997,-0.000085,-0.000039,-0.002291
0.002798,3.998824,0.002527,0.999997,-0.000060,0.000012,-0.002408
0.003019,3.998792,0.003024,0.999997,-0.000031,0.000049,-0.002531
0.003255,3.998721,0.003466,0.999996,-0.000008,0.000066,-0.002661
0.003505,3.998686,0.003799,0.999996,0.000008,0.000060,-0.002791
